city (not null),name (not null),url (not null),comment
kanagawa,横浜市民吹奏楽団,http://www.yshisui.jp/,
kanagawa,横浜ぬらひま団,http://www.nurahima.com/,
kanagawa,横浜バッカスブラスオーケストラ！,http://bacchusbrass.web.fc2.com/,
kanagawa,横浜ブラスオルケスター,http://ybo.jp/,
kanagawa,横浜ブラスマイスター,http://windbrass.net/bramei/main/,
kanagawa,ヨコハマ フロイント ブラーゼン,http://music.geocities.jp/yokohamafreundblasen/,
kanagawa,横浜ベイシティーウインズ,http://ybcw.digit.jp/,
kanagawa,横浜緑吹奏楽団,http://ryokusui.net/,
saitama,青木フィルハーモニー吹奏楽団,http://aophil.org/,
saitama,上尾市民吹奏楽団,http://www007.upp.so-net.ne.jp/musicA/,
saitama,朝霞市民吹奏楽団,http://www.geocities.jp/asakashisui/,
saitama,Amuse Wind Orchestra,http://www.amusewo.com/,
saitama,アルス ノヴァ ウインドシンフォニー,http://arsnova.qee.jp/,
saitama,Ensemble SORA,http://ensemblesora.yu-yake.com/,
saitama,アンサンブルWINT,http://www.e-wint.com/,
saitama,アンサンブルフラヴィア,http://www.ensembleflavia.net/,
saitama,アンサンブルリベルテ吹奏楽団,http://www.asahi-net.or.jp/~gx7m-skmt/,
saitama,入間市民吹奏楽団,http://www.geocities.jp/iwe_info/,
saitama,うらばん！？,http://music.geocities.jp/ura_ban2002/,
saitama,浦和吹奏楽団,http://urasui.info/,
saitama,大宮吹奏楽団,http://www.omiya-w.org/,
saitama,おおみや市民吹奏楽団,http://occb.or.tv/,
saitama,桶川市民吹奏楽団,http://okesui.info/,
saitama,春日部市吹奏楽団,http://www.fya.jp/~harusui/,
saitama,かすかべMUSICA・PIACERE,http://music.geocities.jp/kasukabe_musica/,
saitama,加須騎西吹奏楽団,http://homepage2.nifty.com/kazokisai/,
saitama,かみかわウインドシンフォニー,http://kwind.web.fc2.com/,
saitama,上福岡ウインドオーケストラ,http://kamifuku-wind.xrea.jp/,
saitama,川口ウィンドアンサンブル,http://kwe.jpn.org/wind-top.htm,
saitama,川口交響吹奏楽団,http://sound.jp/kawakyo/,
saitama,川口ブラスソサエティ,http://www.maroon.dti.ne.jp/kawaguchi.brass.society/sub2.html,
saitama,川越奏和奏友会吹奏楽団,http://sound.jp/kswe/,
saitama,北本市民吹奏楽団,http://music.geocities.jp/kitamoto_wind/,
saitama,久喜市民吹奏楽団,http://www.geocities.jp/allegro_adagio/,
saitama,熊谷吹奏楽団,http://www.tg.rim.or.jp/~ejiri/kumasui/,
saitama,CRYSTAL WINDS 吹奏楽団,http://www.ne.jp/asahi/kcw/crystal.winds/,
saitama,鴻巣吹奏楽団,http://www.kounosu-wind.com/,
saitama,向陽吹奏楽団,http://music.geocities.jp/koyowind/,
saitama,越谷市音楽団,http://sound.jp/koshion/,
saitama,戸田市コンセール・ルネッサ吹奏楽団,http://sound.jp/c_renaissa/,
saitama,埼玉リエート吹奏楽団,http://homepage2.nifty.com/saitama-lieto/,
saitama,埼玉県ユースホステル協会吹奏楽団,http://www.saitamayouth.com/,
saitama,幸手シティブラス,http://music.geocities.jp/satte_city_brass/,
saitama,幸手市民吹奏楽団,http://www.geocities.jp/satteshisui/,
saitama,狭山市吹奏楽団,http://www1.ttcn.ne.jp/sayamashisui/,
saitama,志木市吹奏楽団オール志木ウインド,http://sound.jp/allshikiwind/,
saitama,ジャグラーズウインドオーケストラ,http://www.juggnet.com/,
saitama,しょうぶ・しみん吹奏楽団,http://shobushimin.web.fc2.com/,
saitama,白岡吹奏楽団,http://www7b.biglobe.ne.jp/~shiraoka/,
saitama,吹奏楽団 THE NOISE,http://www.geocities.co.jp/MusicHall-Horn/1219/,
saitama,新座ウィンドオーケストラ モッソ,http://mosso.sitemix.jp/,
saitama,杉の子吹奏楽団,http://homepage1.nifty.com/rascal-arai/sugin-chu/top.html,
saitama,Zephyrus Wind Orchestra,http://zwo-web.net/,
saitama,創価学会埼玉吹奏楽団,http://www.geocities.co.jp/MusicHall-Horn/1737/,
saitama,草加市民吹奏楽団,http://soka-wind.net/,
saitama,草加中央吹奏楽団,http://soukachusui.kenkenpa.net/,
saitama,ソールリジェール吹奏楽団,https://sites.google.com/site/sauleriziere/,
saitama,ターフェルムジーク・ウィンドオーケストラ,http://homepage2.nifty.com/tafelmusik/,
saitama,所沢ウィンドオーケストラ,http://www.tokorozawa-wind.com/,
saitama,所沢北吹奏楽団,http://www.za.em-net.ne.jp/~yokko/kitasui/,
saitama,所沢市民吹奏楽団,http://tokosui.vis.ne.jp/,
saitama,蓮田ウインドオーケストラ　,http://homepage3.nifty.com/hwo/,
saitama,羽根倉橋吹奏楽団,http://hanesui.com/,
saitama,ハロー！プロジェクト楽曲演奏吹奏楽団Sheeps,http://hellobrass.hp.infoseek.co.jp/,
saitama,飯能吹奏楽研究会,http://www.hansuiken.com/,
saitama,東埼玉吹奏楽団,http://www.geocities.jp/higashisaitama_we/,
saitama,東松山市ウインドアンサンブル,http://www.geocities.jp/lovelyhwe/,
saitama,日高市吹奏楽団,http://www.hidaka-shisui.jp/,
saitama,ひまわり楽団（春女OG楽団）,http://music.geocities.jp/himawari_gakudan/index.html,
